,Company,Job_Description,JobID,Published_Title,Inferred_Title,Known_Name,JD_Tokenized,JD_Word_Cnt
0,Hired,"we're on a mission to help get everyone a job they love. find the job you love here at hired!  about us: hired is an end to end saas hiring platform that makes it possible for companies and candidates to join together for an optimal matching experience. we combine our intelligent job matching algorithm with unbiased career counseling to help a wide breadth of diverse technical talent find a job they love.through hired, our candidates and customers gain insight into everything from sourcing and skills assessments to salary offers and benefits, providing full transparency into the hiring process.  founded in 2012, hired is headquartered in san francisco with offices across the united states, canada, france and the uk. the company is backed by lumia capital, sierra ventures and other leading investors.  about the role  the business intelligence analyst will empower customer-lifecycle teams across 14 global markets by building analytical tools to proactively monitor and drive marketplace health. this vital role will be responsible for helping candidate-facing and customer-facing marketplace teams in answering critical business questions in a data-driven manner. the ideal candidate must be comfortable working with large sets of data, be proficient in sql, and have excellent critical thinking/ analytical skills.  what we need your help with   work with cross-functional teams (including product management and sales) to develop actionable metrics partner with product managers to support quarterly roadmap baseline planning develop dashboard and reporting tools for cross-functional customer success and product teams to track kpis support the unique needs of each of our global marketplaces in understanding effectiveness of various client/candidate engagement tactics through attribution reporting respond to assigned ad hoc data requests on a timely basis while prioritizing work and responding to internal stakeholders to communicate key results  what we look for   2-4 years prior experience in business intelligence, consulting, product analyst and/or sales ops roles expertise with sql (any dialect) and advanced excel knowledge experience building reports and dashboards in bi platforms (looker, tableau, etc.) delivers accurate and quality reports by diligently checking work comfortable working with large sets of data  these would also be nice   experience with looker experience working with large sets of data and activities tables  we believe that when we can bring our whole selves to work on a day-to-day basis we become happier, more comfortable, more confident and more excited to do great things for our company, each other, our product and our users. hired aims to both build an internal team as well as help our clients build their teams with talent from all different backgrounds and lifestyles.  hired is committed to building a diverse, equitable and inclusive workforce. hired is an equal opportunity employer; we welcome and consider qualified applicants regardless of gender identity or expression, sexual orientation, race, religion, age, national origin, citizenship, pregnancy status, veteran status, or any other differences. members of communities historically underrepresented in tech are encouraged to apply.  for san francisco applicants: pursuant to the san francisco fair chance ordinance, we will consider qualified applicants with arrest and conviction records for employment.",7a3af8c40410263b,Business Intelligence Analyst,Business Intelligence,N,"['we', ""'re"", 'on', 'a', 'mission', 'to', 'help', 'get', 'everyone', 'a', 'job', 'they', 'love', '.', 'find', 'the', 'job', 'you', 'love', 'here', 'at', 'hired', '!', 'about', 'us', ':', 'hired', 'is', 'an', 'end', 'to', 'end', 'saas', 'hiring', 'platform', 'that', 'makes', 'it', 'possible', 'for', 'companies', 'and', 'candidates', 'to', 'join', 'together', 'for', 'an', 'optimal', 'matching', 'experience', '.', 'we', 'combine', 'our', 'intelligent', 'job', 'matching', 'algorithm', 'with', 'unbiased', 'career', 'counseling', 'to', 'help', 'a', 'wide', 'breadth', 'of', 'diverse', 'technical', 'talent', 'find', 'a', 'job', 'they', 'love.through', 'hired', ',', 'our', 'candidates', 'and', 'customers', 'gain', 'insight', 'into', 'everything', 'from', 'sourcing', 'and', 'skills', 'assessments', 'to', 'salary', 'offers', 'and', 'benefits', ',', 'providing', 'full', 'transparency', 'into', 'the', 'hiring', 'process', '.', 'founded', 'in', '2012', ',', 'hired', 'is', 'headquartered', 'in', 'san', 'francisco', 'with', 'offices', 'across', 'the', 'united', 'states', ',', 'canada', ',', 'france', 'and', 'the', 'uk', '.', 'the', 'company', 'is', 'backed', 'by', 'lumia', 'capital', ',', 'sierra', 'ventures', 'and', 'other', 'leading', 'investors', '.', 'about', 'the', 'role', 'the', 'business', 'intelligence', 'analyst', 'will', 'empower', 'customer-lifecycle', 'teams', 'across', '14', 'global', 'markets', 'by', 'building', 'analytical', 'tools', 'to', 'proactively', 'monitor', 'and', 'drive', 'marketplace', 'health', '.', 'this', 'vital', 'role', 'will', 'be', 'responsible', 'for', 'helping', 'candidate-facing', 'and', 'customer-facing', 'marketplace', 'teams', 'in', 'answering', 'critical', 'business', 'questions', 'in', 'a', 'data-driven', 'manner', '.', 'the', 'ideal', 'candidate', 'must', 'be', 'comfortable', 'working', 'with', 'large', 'sets', 'of', 'data', ',', 'be', 'proficient', 'in', 'sql', ',', 'and', 'have', 'excellent', 'critical', 'thinking/', 'analytical', 'skills', '.', 'what', 'we', 'need', 'your', 'help', 'with', 'work', 'with', 'cross-functional', 'teams', '(', 'including', 'product', 'management', 'and', 'sales', ')', 'to', 'develop', 'actionable', 'metrics', 'partner', 'with', 'product', 'managers', 'to', 'support', 'quarterly', 'roadmap', 'baseline', 'planning', 'develop', 'dashboard', 'and', 'reporting', 'tools', 'for', 'cross-functional', 'customer', 'success', 'and', 'product', 'teams', 'to', 'track', 'kpis', 'support', 'the', 'unique', 'needs', 'of', 'each', 'of', 'our', 'global', 'marketplaces', 'in', 'understanding', 'effectiveness', 'of', 'various', 'client/candidate', 'engagement', 'tactics', 'through', 'attribution', 'reporting', 'respond', 'to', 'assigned', 'ad', 'hoc', 'data', 'requests', 'on', 'a', 'timely', 'basis', 'while', 'prioritizing', 'work', 'and', 'responding', 'to', 'internal', 'stakeholders', 'to', 'communicate', 'key', 'results', 'what', 'we', 'look', 'for', '2-4', 'years', 'prior', 'experience', 'in', 'business', 'intelligence', ',', 'consulting', ',', 'product', 'analyst', 'and/or', 'sales', 'ops', 'roles', 'expertise', 'with', 'sql', '(', 'any', 'dialect', ')', 'and', 'advanced', 'excel', 'knowledge', 'experience', 'building', 'reports', 'and', 'dashboards', 'in', 'bi', 'platforms', '(', 'looker', ',', 'tableau', ',', 'etc', '.', ')', 'delivers', 'accurate', 'and', 'quality', 'reports', 'by', 'diligently', 'checking', 'work', 'comfortable', 'working', 'with', 'large', 'sets', 'of', 'data', 'these', 'would', 'also', 'be', 'nice', 'experience', 'with', 'looker', 'experience', 'working', 'with', 'large', 'sets', 'of', 'data', 'and', 'activities', 'tables', 'we', 'believe', 'that', 'when', 'we', 'can', 'bring', 'our', 'whole', 'selves', 'to', 'work', 'on', 'a', 'day-to-day', 'basis', 'we', 'become', 'happier', ',', 'more', 'comfortable', ',', 'more', 'confident', 'and', 'more', 'excited', 'to', 'do', 'great', 'things', 'for', 'our', 'company', ',', 'each', 'other', ',', 'our', 'product', 'and', 'our', 'users', '.', 'hired', 'aims', 'to', 'both', 'build', 'an', 'internal', 'team', 'as', 'well', 'as', 'help', 'our', 'clients', 'build', 'their', 'teams', 'with', 'talent', 'from', 'all', 'different', 'backgrounds', 'and', 'lifestyles', '.', 'hired', 'is', 'committed', 'to', 'building', 'a', 'diverse', ',', 'equitable', 'and', 'inclusive', 'workforce', '.', 'hired', 'is', 'an', 'equal', 'opportunity', 'employer', ';', 'we', 'welcome', 'and', 'consider', 'qualified', 'applicants', 'regardless', 'of', 'gender', 'identity', 'or', 'expression', ',', 'sexual', 'orientation', ',', 'race', ',', 'religion', ',', 'age', ',', 'national', 'origin', ',', 'citizenship', ',', 'pregnancy', 'status', ',', 'veteran', 'status', ',', 'or', 'any', 'other', 'differences', '.', 'members', 'of', 'communities', 'historically', 'underrepresented', 'in', 'tech', 'are', 'encouraged', 'to', 'apply', '.', 'for', 'san', 'francisco', 'applicants', ':', 'pursuant', 'to', 'the', 'san', 'francisco', 'fair', 'chance', 'ordinance', ',', 'we', 'will', 'consider', 'qualified', 'applicants', 'with', 'arrest', 'and', 'conviction', 'records', 'for', 'employment', '.']",560
1,Sound Physicians,"position summary: analysis, data modeling, and business intelligence support to the financial and clinical operations of the organization:combine operational and financial acumen to support clinical performance management and financial management of all population health programs by designing and supporting the implementation of standard reports in soundmetrix and performing ad hoc analysescomplete ad hoc analyses with concise results narratives for sound senior management, regional operations, and the field on both process and outcome metricsdrive thought leadership around sound’s performance management via innovative analytic insights in support of sounds existing, new and integrated service linespartner with tc central to provide thought leadership, strategic thinking and analysis around financial and operational performance, opportunities for improvement, risks, designing and implementing financial reporting for operations and our hospital partners, etc.support development, implementation and ongoing support of a self-service tool (i.e., tableau) for advanced usersessential duties and responsibilities: metrics, measurement and analyticsanalyze operations and clinical drivers of performance and how that impacts program financial metrics; identify opportunities for improvement; partner with pop health central team on performance gap analyses & potential impact of improvement, etc.complete ad hoc client-facing analyses in support of pop health central leadership, and support the regional directors of performance management as they delivery joc- and other standard reporting to partnersmonthly & quarterly performance reports: responsible for creating and interpreting monthly reporting using reconciled, unreconciled and transactional dataquarterly reconciliation reports: responsible for auditing and interpreting reconciliation reporting received from sound partners.monthly & quarterly monitoring and analysis of bundle eligibility engine output to ensure performance as measured by false positives and false negatives remains within tolerance rangemonthly revenue forecasts: audit and interpret output of arbor revenue forecast model and partner with finance analyst on its translation to revenue recognitionadditional analyses as specified: conduct basic statistical analysis (e.g., descriptive, correlations, regression); develop clear and well-structured analytic plans; create efficient and reusable sql code to manipulate and analyze data, including qa.build statistical models, and diagnose, validate and improve the performance of the modelsmaintain optimal comparative benchmark data sets and comparative methodology to reflect best in class performancesoundmetrix business intelligence platformdevelop and advance the tools used to measure and report sound’s performanceparticipate in the development, testing, implementation and support of an integrated family of interactive dashboards and reports.communication/ educationclearly/ concisely represent analysis results in formats meaningful to senior management, regional operators and the field. use data to concisely and clearly “tell the story.”establish and maintain an active communication channel with business owners to understand and represent “voice of the customer” in development of solutionsmentor and develop other colleagues in the use of advanced statistical methodologiesknowledge, skills, abilities: excellent analytical and critical-thinking skillsability to assess technical challenges, program solutions, and solve complex problemsstrong experience in data manipulation and analysis using sql or sas excellent organizational skillsstrong understanding of advanced analytics to include basic statisticsexcellent written and oral communication skillsproject management and performance improvement knowledgehigh sense of personal accountability and ability to drive progress autonomouslyattention to detail and accuracystrong interpersonal skillscreative and persistent problem solverclient service oriented (both internal and external)ability to execute on multiple projects simultaneously and prioritize workload in a fast-paced environmentprofessional mannerisms and appearanceproficiency with microsoft office suite to include advanced excel skillseducation / experience: educationminimum: bachelor’s degree, preferably in operations, engineering, statistics, mathematics, computer science, business or economicspreferred: ms, mba, mha. basic understanding of healthcare/ epidemiology is a plus.experienceminimum: 3 yrs. in a higher level analytical and/or market research role within healthcarepreferred: 5-7 yrs in an analytical and/or market research role in healthcarespecial job or environmental conditions: indoor office environmenttravel: moderate (< 10 trips per year)other physical and/or special requirements about this position: sitting at desk for up to eight hours (w/breaks)working on computer for up to eight hours (w/breaks)this job description reflects the present requirements of the position. as duties and responsibilities change and develop, the job description will be reviewed and subject to amendment.job type: full-time",7d2b26d7d1ff22d2,"Senior Analyst, Business Intelligence & Analytics",Business Intelligence,N,"['position', 'summary', ':', 'analysis', ',', 'data', 'modeling', ',', 'and', 'business', 'intelligence', 'support', 'to', 'the', 'financial', 'and', 'clinical', 'operations', 'of', 'the', 'organization', ':', 'combine', 'operational', 'and', 'financial', 'acumen', 'to', 'support', 'clinical', 'performance', 'management', 'and', 'financial', 'management', 'of', 'all', 'population', 'health', 'programs', 'by', 'designing', 'and', 'supporting', 'the', 'implementation', 'of', 'standard', 'reports', 'in', 'soundmetrix', 'and', 'performing', 'ad', 'hoc', 'analysescomplete', 'ad', 'hoc', 'analyses', 'with', 'concise', 'results', 'narratives', 'for', 'sound', 'senior', 'management', ',', 'regional', 'operations', ',', 'and', 'the', 'field', 'on', 'both', 'process', 'and', 'outcome', 'metricsdrive', 'thought', 'leadership', 'around', 'sound', '’', 's', 'performance', 'management', 'via', 'innovative', 'analytic', 'insights', 'in', 'support', 'of', 'sounds', 'existing', ',', 'new', 'and', 'integrated', 'service', 'linespartner', 'with', 'tc', 'central', 'to', 'provide', 'thought', 'leadership', ',', 'strategic', 'thinking', 'and', 'analysis', 'around', 'financial', 'and', 'operational', 'performance', ',', 'opportunities', 'for', 'improvement', ',', 'risks', ',', 'designing', 'and', 'implementing', 'financial', 'reporting', 'for', 'operations', 'and', 'our', 'hospital', 'partners', ',', 'etc.support', 'development', ',', 'implementation', 'and', 'ongoing', 'support', 'of', 'a', 'self-service', 'tool', '(', 'i.e.', ',', 'tableau', ')', 'for', 'advanced', 'usersessential', 'duties', 'and', 'responsibilities', ':', 'metrics', ',', 'measurement', 'and', 'analyticsanalyze', 'operations', 'and', 'clinical', 'drivers', 'of', 'performance', 'and', 'how', 'that', 'impacts', 'program', 'financial', 'metrics', ';', 'identify', 'opportunities', 'for', 'improvement', ';', 'partner', 'with', 'pop', 'health', 'central', 'team', 'on', 'performance', 'gap', 'analyses', '&', 'potential', 'impact', 'of', 'improvement', ',', 'etc.complete', 'ad', 'hoc', 'client-facing', 'analyses', 'in', 'support', 'of', 'pop', 'health', 'central', 'leadership', ',', 'and', 'support', 'the', 'regional', 'directors', 'of', 'performance', 'management', 'as', 'they', 'delivery', 'joc-', 'and', 'other', 'standard', 'reporting', 'to', 'partnersmonthly', '&', 'quarterly', 'performance', 'reports', ':', 'responsible', 'for', 'creating', 'and', 'interpreting', 'monthly', 'reporting', 'using', 'reconciled', ',', 'unreconciled', 'and', 'transactional', 'dataquarterly', 'reconciliation', 'reports', ':', 'responsible', 'for', 'auditing', 'and', 'interpreting', 'reconciliation', 'reporting', 'received', 'from', 'sound', 'partners.monthly', '&', 'quarterly', 'monitoring', 'and', 'analysis', 'of', 'bundle', 'eligibility', 'engine', 'output', 'to', 'ensure', 'performance', 'as', 'measured', 'by', 'false', 'positives', 'and', 'false', 'negatives', 'remains', 'within', 'tolerance', 'rangemonthly', 'revenue', 'forecasts', ':', 'audit', 'and', 'interpret', 'output', 'of', 'arbor', 'revenue', 'forecast', 'model', 'and', 'partner', 'with', 'finance', 'analyst', 'on', 'its', 'translation', 'to', 'revenue', 'recognitionadditional', 'analyses', 'as', 'specified', ':', 'conduct', 'basic', 'statistical', 'analysis', '(', 'e.g.', ',', 'descriptive', ',', 'correlations', ',', 'regression', ')', ';', 'develop', 'clear', 'and', 'well-structured', 'analytic', 'plans', ';', 'create', 'efficient', 'and', 'reusable', 'sql', 'code', 'to', 'manipulate', 'and', 'analyze', 'data', ',', 'including', 'qa.build', 'statistical', 'models', ',', 'and', 'diagnose', ',', 'validate', 'and', 'improve', 'the', 'performance', 'of', 'the', 'modelsmaintain', 'optimal', 'comparative', 'benchmark', 'data', 'sets', 'and', 'comparative', 'methodology', 'to', 'reflect', 'best', 'in', 'class', 'performancesoundmetrix', 'business', 'intelligence', 'platformdevelop', 'and', 'advance', 'the', 'tools', 'used', 'to', 'measure', 'and', 'report', 'sound', '’', 's', 'performanceparticipate', 'in', 'the', 'development', ',', 'testing', ',', 'implementation', 'and', 'support', 'of', 'an', 'integrated', 'family', 'of', 'interactive', 'dashboards', 'and', 'reports.communication/', 'educationclearly/', 'concisely', 'represent', 'analysis', 'results', 'in', 'formats', 'meaningful', 'to', 'senior', 'management', ',', 'regional', 'operators', 'and', 'the', 'field', '.', 'use', 'data', 'to', 'concisely', 'and', 'clearly', '“', 'tell', 'the', 'story.', '”', 'establish', 'and', 'maintain', 'an', 'active', 'communication', 'channel', 'with', 'business', 'owners', 'to', 'understand', 'and', 'represent', '“', 'voice', 'of', 'the', 'customer', '”', 'in', 'development', 'of', 'solutionsmentor', 'and', 'develop', 'other', 'colleagues', 'in', 'the', 'use', 'of', 'advanced', 'statistical', 'methodologiesknowledge', ',', 'skills', ',', 'abilities', ':', 'excellent', 'analytical', 'and', 'critical-thinking', 'skillsability', 'to', 'assess', 'technical', 'challenges', ',', 'program', 'solutions', ',', 'and', 'solve', 'complex', 'problemsstrong', 'experience', 'in', 'data', 'manipulation', 'and', 'analysis', 'using', 'sql', 'or', 'sas', 'excellent', 'organizational', 'skillsstrong', 'understanding', 'of', 'advanced', 'analytics', 'to', 'include', 'basic', 'statisticsexcellent', 'written', 'and', 'oral', 'communication', 'skillsproject', 'management', 'and', 'performance', 'improvement', 'knowledgehigh', 'sense', 'of', 'personal', 'accountability', 'and', 'ability', 'to', 'drive', 'progress', 'autonomouslyattention', 'to', 'detail', 'and', 'accuracystrong', 'interpersonal', 'skillscreative', 'and', 'persistent', 'problem', 'solverclient', 'service', 'oriented', '(', 'both', 'internal', 'and', 'external', ')', 'ability', 'to', 'execute', 'on', 'multiple', 'projects', 'simultaneously', 'and', 'prioritize', 'workload', 'in', 'a', 'fast-paced', 'environmentprofessional', 'mannerisms', 'and', 'appearanceproficiency', 'with', 'microsoft', 'office', 'suite', 'to', 'include', 'advanced', 'excel', 'skillseducation', '/', 'experience', ':', 'educationminimum', ':', 'bachelor', '’', 's', 'degree', ',', 'preferably', 'in', 'operations', ',', 'engineering', ',', 'statistics', ',', 'mathematics', ',', 'computer', 'science', ',', 'business', 'or', 'economicspreferred', ':', 'ms', ',', 'mba', ',', 'mha', '.', 'basic', 'understanding', 'of', 'healthcare/', 'epidemiology', 'is', 'a', 'plus.experienceminimum', ':', '3', 'yrs', '.', 'in', 'a', 'higher', 'level', 'analytical', 'and/or', 'market', 'research', 'role', 'within', 'healthcarepreferred', ':', '5-7', 'yrs', 'in', 'an', 'analytical', 'and/or', 'market', 'research', 'role', 'in', 'healthcarespecial', 'job', 'or', 'environmental', 'conditions', ':', 'indoor', 'office', 'environmenttravel', ':', 'moderate', '(', '<', '10', 'trips', 'per', 'year', ')', 'other', 'physical', 'and/or', 'special', 'requirements', 'about', 'this', 'position', ':', 'sitting', 'at', 'desk', 'for', 'up', 'to', 'eight', 'hours', '(', 'w/breaks', ')', 'working', 'on', 'computer', 'for', 'up', 'to', 'eight', 'hours', '(', 'w/breaks', ')', 'this', 'job', 'description', 'reflects', 'the', 'present', 'requirements', 'of', 'the', 'position', '.', 'as', 'duties', 'and', 'responsibilities', 'change', 'and', 'develop', ',', 'the', 'job', 'description', 'will', 'be', 'reviewed', 'and', 'subject', 'to', 'amendment.job', 'type', ':', 'full-time']",734
